key,Y,type,pos,age,games,tenure,peak_fwd,dv_fwd,pred_raw,b4,b2,b5_raw,b5_tap,asc,in_trainpool,pickless
michael-frederick,2019,ND,SF,19.0,0,0,61.03,16.6,88.29,76.97,53.6,88.29,88.29,1.0,1,0
riley-garcia,2019,ND,SF,18.0,0,0,58.0,11.2,88.29,73.6,43.64,88.29,88.29,1.0,1,0
lachlan-johnson,2019,ND,SD,18.0,0,0,0.0,0.0,96.11,81.65,38.33,96.11,96.11,1.0,1,0
leo-connolly,2019,ND,SD,18.0,0,0,42.0,0.0,96.11,81.65,38.33,96.11,96.11,1.0,1,0
thomas-hutchesson,2019,ND,MID,24.0,0,0,36.0,0.0,79.54,70.83,36.83,79.54,61.6,0.58,1,0
josh-honey,2019,RD,SF,18.0,0,0,32.8,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
brady-rowles,2019,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
jack-bell,2019,RD,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
jarvis-pina,2019,RD,SD,19.0,0,0,0.0,0.0,108.91,97.97,76.77,108.91,108.91,1.0,1,0
jake-pasini,2019,RD,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
emerson-jeka,2019,RD,KPF,18.0,0,0,48.0,0.2,105.48,97.39,61.85,105.48,105.48,1.0,1,0
anthony-treacy,2019,RD,SF,22.0,0,0,0.0,0.0,80.77,69.9,53.82,80.77,74.3,0.76,1,0
bradley-close,2019,RD,SF,21.0,0,0,70.8,279.6,89.88,75.0,55.43,89.88,85.74,0.88,1,0
connor-budarick,2019,RD,SD,18.0,0,0,67.97,105.5,108.91,98.01,61.68,108.91,108.91,1.0,1,0
fraser-phillips,2019,RD,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
trent-burgoyne,2019,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
mitch-o-neill,2019,RD,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
matt-conroy,2019,RD,SD,19.0,0,0,0.0,0.0,108.91,97.97,76.77,108.91,108.91,1.0,1,0
malcolm-rosas,2019,RD,SF,18.0,0,0,51.28,0.6,97.91,83.99,50.25,97.91,97.91,1.0,1,0
cian-mcbride,2019,IRE,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,0,1
ross-mcquillan,2019,IRE,SD,20.0,0,0,0.0,0.0,102.54,91.23,71.23,102.54,102.54,1.0,0,1
barry-o-connor,2019,IRE,SD,21.0,0,0,0.0,0.0,100.4,85.93,66.31,100.4,96.31,0.88,0,1
luke-towey,2019,IRE,KPD,20.0,0,0,0.0,0.0,97.65,90.86,74.34,97.65,97.65,1.0,0,1
patrick-murtagh,2019,PDA,KPF,19.0,0,0,0.0,0.0,105.48,97.35,76.94,105.48,105.48,1.0,0,1
isaiah-butters,2019,PDN,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,0,1
leno-thomas,2019,PDN,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,0,1
harrison-pepper,2019,PDN,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,0,1
matt-mcguinness,2019,PDN,SD,19.0,0,0,0.0,0.0,108.91,97.97,76.77,108.91,108.91,1.0,0,1
henry-crauford,2019,SSP,RUCK,22.0,0,0,0.0,0.0,106.93,90.76,67.78,106.93,97.54,0.76,0,1
tom-hird,2019,SSP,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,0,1
nic-reid,2019,SSP,KPF,24.0,0,0,0.0,0.0,79.91,74.24,60.45,79.91,71.73,0.58,0,1
ayce-taylor,2019,SSP,KPD,19.0,0,0,0.0,0.0,103.09,97.58,79.88,103.09,103.09,1.0,0,1
sam-walsh,2018,ND,MID,18.0,0,0,111.77,3580.6,116.37,113.28,101.48,116.37,116.37,1.0,1,0
sam-walsh,2019,ND,MID,19.0,22,1,111.77,3802.0,118.46,117.97,107.11,118.46,118.46,1.0,1,0
jack-lukosius,2018,ND,SF,18.0,0,0,78.9,652.2,106.21,109.23,92.89,109.23,109.23,1.0,1,0
jack-lukosius,2019,ND,SF,19.0,21,1,78.9,742.5,105.7,99.95,77.53,105.7,105.7,1.0,1,0
izak-rankine,2018,ND,SF,18.0,0,0,99.26,1395.2,100.39,101.8,84.15,101.8,101.8,1.0,1,0
izak-rankine,2019,ND,SF,19.0,0,1,99.26,1590.5,100.39,100.72,82.13,100.72,100.72,1.0,1,0
max-king-stk,2018,ND,KPF,18.0,0,0,64.03,157.7,94.31,88.52,51.97,94.31,94.31,1.0,1,0
max-king-stk,2019,ND,KPF,19.0,0,1,64.03,179.8,94.31,88.41,62.78,94.31,94.31,1.0,1,0
connor-rozee,2018,ND,MID,18.0,0,0,102.6,2023.5,118.89,109.43,88.04,118.89,118.89,1.0,1,0
connor-rozee,2019,ND,MID,19.0,22,1,102.6,2026.9,126.36,122.22,102.73,126.36,126.36,1.0,1,0
ben-king,2018,ND,KPF,18.0,0,0,60.91,51.3,88.05,77.97,50.11,88.05,88.05,1.0,1,0
ben-king,2019,ND,KPF,19.0,14,1,60.91,58.4,90.63,85.71,65.83,90.63,90.63,1.0,1,0
bailey-smith,2018,ND,MID,18.0,0,0,111.44,2636.2,114.98,107.99,84.99,114.98,114.98,1.0,1,0
bailey-smith,2019,ND,MID,19.0,23,1,111.44,2965.1,122.55,117.3,100.5,122.55,122.55,1.0,1,0
tarryn-thomas,2018,ND,SF,18.0,0,0,79.07,643.4,101.87,94.55,74.26,101.87,101.87,1.0,1,0
tarryn-thomas,2019,ND,SF,19.0,20,1,79.07,732.8,102.78,97.8,82.89,102.78,102.78,1.0,1,0
chayce-jones,2018,ND,SD,18.0,0,0,61.13,20.0,105.33,97.67,80.23,105.33,105.33,1.0,1,0
chayce-jones,2019,ND,SD,19.0,8,1,61.13,22.8,102.71,94.71,76.75,102.71,102.71,1.0,1,0
nick-blakey,2018,ND,SD,18.0,0,0,98.68,1161.8,106.85,98.21,82.21,106.85,106.85,1.0,1,0
nick-blakey,2019,ND,SD,19.0,21,1,98.68,1320.7,105.76,98.59,82.17,105.76,105.76,1.0,1,0
jye-caldwell,2018,ND,MID,18.0,0,0,91.73,865.2,115.75,104.8,82.61,115.75,115.75,1.0,1,0
jye-caldwell,2019,ND,MID,19.0,2,1,91.73,986.3,114.3,103.43,73.34,114.3,114.3,1.0,1,0
zak-butters,2018,ND,MID,18.0,0,0,118.31,3448.9,115.75,104.79,83.3,115.75,115.75,1.0,1,0
zak-butters,2019,ND,MID,19.0,19,1,118.31,3931.4,117.8,108.67,91.69,117.8,117.8,1.0,1,0
isaac-quaynor,2018,ND,SD,18.0,0,0,75.84,128.7,106.85,98.38,83.31,106.85,106.85,1.0,1,0
isaac-quaynor,2019,ND,SD,19.0,4,1,75.84,146.3,106.85,97.59,84.93,106.85,106.85,1.0,1,0
jackson-hately,2018,ND,MID,18.0,0,0,65.47,6.3,115.75,103.06,78.05,115.75,115.75,1.0,1,0
jackson-hately,2019,ND,MID,19.0,7,1,65.47,6.8,117.0,107.88,82.58,117.0,117.0,1.0,1,0
jordan-clark,2018,ND,SD,18.0,0,0,100.15,1174.6,106.85,98.19,78.73,106.85,106.85,1.0,1,0
jordan-clark,2019,ND,SD,19.0,18,1,100.15,1338.4,108.83,103.36,87.21,108.83,108.83,1.0,1,0
edward-mchenry,2018,ND,SF,18.0,0,0,51.1,2.1,91.68,85.97,60.92,91.68,91.68,1.0,1,0
edward-mchenry,2019,ND,SF,19.0,0,1,51.1,2.4,91.68,85.56,61.25,91.68,91.68,1.0,1,0
sam-sturt,2018,ND,SF,18.0,0,0,48.85,4.5,91.5,83.16,63.19,91.5,91.5,1.0,1,0
sam-sturt,2019,ND,SF,19.0,0,1,48.85,5.2,91.5,82.74,63.52,91.5,91.5,1.0,1,0
xavier-duursma,2018,ND,MID,18.0,0,0,77.53,154.0,114.29,101.05,70.13,114.29,114.29,1.0,1,0
xavier-duursma,2019,ND,MID,19.0,20,1,77.53,133.2,123.71,115.25,93.42,123.71,123.71,1.0,1,0
liam-stocker,2018,ND,SD,18.0,0,0,59.5,2.4,106.97,92.84,77.7,106.97,106.97,1.0,1,0
liam-stocker,2019,ND,SD,19.0,5,1,59.5,2.7,105.72,91.37,74.04,105.72,105.72,1.0,1,0
riley-collier-dawkins,2018,ND,MID,18.0,0,0,56.8,0.1,114.29,100.4,69.86,114.29,114.29,1.0,1,0
riley-collier-dawkins,2019,ND,MID,19.0,0,1,56.8,0.1,114.29,99.02,67.83,114.29,114.29,1.0,1,0
ely-smith,2018,ND,MID,18.0,0,0,0.0,0.0,114.56,100.71,68.41,114.56,114.56,1.0,1,0
xavier-o-halloran,2018,ND,SF,18.0,0,0,58.48,3.4,92.0,84.46,62.54,92.0,92.0,1.0,1,0
xavier-o-halloran,2019,ND,SF,19.0,0,1,58.48,3.9,92.0,84.05,62.68,92.0,92.0,1.0,1,0
jez-mclennan,2018,ND,SD,18.0,0,0,0.0,0.0,102.59,91.28,66.0,102.59,102.59,1.0,1,0
bobby-hill,2018,ND,SF,18.0,0,0,58.73,12.2,91.34,83.57,57.62,91.34,91.34,1.0,1,0
bobby-hill,2019,ND,SF,19.0,7,1,58.73,12.4,91.77,85.51,63.74,91.77,91.77,1.0,1,0
james-rowbottom,2018,ND,MID,18.0,0,0,88.1,799.2,110.31,97.02,64.3,110.31,110.31,1.0,1,0
james-rowbottom,2019,ND,MID,19.0,12,1,88.1,910.5,115.51,102.84,77.15,115.51,115.51,1.0,1,0
rhylee-west,2018,ND,SF,18.0,0,0,66.34,70.6,90.07,83.03,58.02,90.07,90.07,1.0,1,0
rhylee-west,2019,ND,SF,19.0,3,1,66.34,80.4,90.97,82.85,61.94,90.97,90.97,1.0,1,0
tom-sparrow,2018,ND,MID,18.0,0,0,75.03,212.3,108.54,94.56,62.89,108.54,108.54,1.0,1,0
tom-sparrow,2019,ND,MID,19.0,2,1,75.03,242.0,108.54,93.68,64.59,108.54,108.54,1.0,1,0
xavier-o-neill,2018,ND,MID,18.0,0,0,49.4,4.3,109.18,99.39,62.45,109.18,109.18,1.0,1,0
xavier-o-neill,2019,ND,MID,19.0,0,1,49.4,4.9,109.18,98.59,64.5,109.18,109.18,1.0,1,0
will-kelly,2018,ND,KPD,18.0,0,0,36.0,0.0,95.79,91.06,63.49,95.79,95.79,1.0,1,0
will-kelly,2019,ND,KPD,19.0,0,1,36.0,0.0,95.79,90.37,64.13,95.79,95.79,1.0,1,0
will-hamill,2018,ND,SD,18.0,0,0,48.2,0.0,100.32,89.46,65.96,100.32,100.32,1.0,1,0
will-hamill,2019,ND,SD,19.0,0,1,48.2,0.0,100.32,89.2,66.76,100.32,100.32,1.0,1,0
luke-foley,2018,ND,MID,19.0,0,0,53.67,0.1,107.23,95.22,64.53,107.23,107.23,1.0,1,0
luke-foley,2019,ND,MID,20.0,0,1,53.67,0.2,99.58,88.92,59.2,99.58,99.58,1.0,1,0
luke-valente,2018,ND,MID,18.0,0,0,0.0,0.0,107.41,95.4,61.6,107.41,107.41,1.0,1,0
james-jordon,2018,ND,MID,18.0,0,0,68.36,44.1,107.41,95.27,61.76,107.41,107.41,1.0,1,0
james-jordon,2019,ND,MID,19.0,0,1,68.36,50.2,107.41,94.99,64.35,107.41,107.41,1.0,1,0
kieren-briggs,2018,ND,RUCK,19.0,0,0,95.14,961.9,109.76,94.46,77.71,109.76,109.76,1.0,1,0
kieren-briggs,2019,ND,RUCK,20.0,0,1,95.14,1096.6,107.97,92.36,76.93,107.97,107.97,1.0,1,0
bailey-williams-wc,2018,ND,RUCK,18.0,0,0,78.63,312.4,109.76,93.81,64.81,109.76,109.76,1.0,1,0
bailey-williams-wc,2019,ND,RUCK,19.0,0,1,78.63,356.1,109.76,94.1,76.29,109.76,109.76,1.0,1,0
thomas-berry,2018,ND,SF,18.0,0,0,42.5,0.2,88.87,81.87,53.8,88.87,88.87,1.0,1,0
thomas-berry,2019,ND,SF,19.0,0,1,42.5,0.2,88.87,81.85,56.29,88.87,88.87,1.0,1,0
laitham-vandermeer,2018,ND,SF,19.0,0,0,50.97,0.7,88.87,81.85,56.29,88.87,88.87,1.0,1,0
laitham-vandermeer,2019,ND,SF,20.0,0,1,50.97,0.8,84.86,71.06,53.65,84.86,84.86,1.0,1,0
irving-mosquito,2018,ND,SF,18.0,0,0,54.8,0.5,89.32,83.51,53.36,89.32,89.32,1.0,1,0
irving-mosquito,2019,ND,SF,19.0,0,1,54.8,0.6,89.32,83.49,55.85,89.32,89.32,1.0,1,0
jarrod-cameron,2018,ND,SF,18.0,0,0,57.0,1.6,89.32,84.64,55.02,89.32,89.32,1.0,1,0
jarrod-cameron,2019,ND,SF,19.0,7,1,57.0,0.0,90.68,87.11,61.05,90.68,90.68,1.0,1,0
tom-joyce,2018,ND,MID,18.0,0,0,0.0,0.0,106.91,92.54,57.99,106.91,106.91,1.0,1,0
jack-bytel,2018,ND,MID,18.0,0,0,37.0,0.1,106.91,92.54,57.99,106.91,106.91,1.0,1,0
jack-bytel,2019,ND,MID,19.0,0,1,37.0,0.1,106.91,92.64,61.19,106.91,106.91,1.0,1,0
connor-mcfadyen,2018,ND,MID,18.0,0,0,0.0,0.0,106.38,92.13,58.42,106.38,106.38,1.0,1,0
jack-ross,2018,ND,MID,18.0,0,0,84.47,459.5,106.38,91.38,58.57,106.38,106.38,1.0,1,0
jack-ross,2019,ND,MID,19.0,7,1,84.47,523.2,106.89,95.39,69.78,106.89,106.89,1.0,1,0
justin-mcinerney,2018,ND,MID,18.0,0,0,85.83,628.1,106.38,91.38,58.38,106.38,106.38,1.0,1,0
justin-mcinerney,2019,ND,MID,19.0,1,1,85.83,716.0,101.26,84.99,56.85,101.26,101.26,1.0,1,0
ben-cavarra,2018,ND,SF,22.0,0,0,45.3,0.0,76.98,61.87,49.08,76.98,70.29,0.76,1,0
ben-cavarra,2019,ND,SF,23.0,0,1,45.3,0.0,74.68,60.09,47.7,74.68,65.77,0.67,1,0
curtis-taylor,2018,ND,SF,18.0,0,0,59.3,9.6,89.78,80.2,51.27,89.78,89.78,1.0,1,0
curtis-taylor,2019,ND,SF,19.0,2,1,59.3,10.9,87.17,75.31,51.78,87.17,87.17,1.0,1,0
matthew-parker,2018,ND,SF,22.0,0,0,57.85,6.9,76.8,60.48,49.48,76.8,70.24,0.76,1,0
matthew-parker,2019,ND,SF,23.0,17,1,57.85,7.2,75.56,62.43,54.08,75.56,68.47,0.67,1,0
ben-jarvis,2018,ND,SF,18.0,0,0,37.0,0.0,90.25,78.35,50.4,90.25,90.25,1.0,1,0
ben-jarvis,2019,ND,SF,19.0,0,1,37.0,0.0,90.25,80.86,55.05,90.25,90.25,1.0,1,0
bailey-scott,2018,ND,MID,18.0,0,0,73.17,115.9,106.32,87.24,55.48,106.32,106.32,1.0,1,0
bailey-scott,2019,ND,MID,19.0,4,1,73.17,132.1,106.27,89.97,61.95,106.27,106.27,1.0,1,0
jacob-kennerly,2018,ND,SD,18.0,0,0,0.0,0.0,101.28,83.94,57.71,101.28,101.28,1.0,1,0
zac-foot,2018,ND,SF,18.0,0,0,45.5,0.0,90.25,78.35,50.68,90.25,90.25,1.0,1,0
zac-foot,2019,ND,SF,19.0,0,1,45.5,0.0,90.25,80.86,55.32,90.25,90.25,1.0,1,0
jacob-koschitzke,2018,ND,KPF,18.0,0,0,54.3,8.6,92.46,75.89,36.45,92.46,92.46,1.0,1,0
jacob-koschitzke,2019,ND,KPF,19.0,0,1,54.3,9.8,92.46,78.71,52.53,92.46,92.46,1.0,1,0
aaron-nietschke,2018,ND,SD,18.0,0,0,0.0,0.0,99.29,82.11,52.29,99.29,99.29,1.0,1,0
nick-hind,2018,ND,SD,24.0,0,0,84.03,725.9,77.09,67.04,45.77,77.09,63.94,0.58,1,0
nick-hind,2019,ND,SD,25.0,11,1,84.03,827.4,78.63,68.04,49.85,78.63,64.81,0.52,1,0
noah-answerth,2018,ND,SD,19.0,0,0,62.07,6.1,99.62,85.82,57.48,99.62,99.62,1.0,1,0
noah-answerth,2019,ND,SD,20.0,19,1,62.07,6.4,101.84,94.11,68.56,101.84,101.84,1.0,1,0
marty-hore,2018,ND,SD,22.0,0,0,61.05,14.1,85.07,69.82,48.54,85.07,76.3,0.76,1,0
marty-hore,2019,ND,SD,23.0,14,1,61.05,0.0,89.3,77.97,60.94,89.3,79.94,0.67,1,0
lachlan-schultz,2018,ND,SF,21.0,0,0,78.75,462.9,84.1,69.12,50.72,84.1,80.09,0.88,1,0
lachlan-schultz,2019,ND,SF,22.0,7,1,78.75,527.7,72.61,61.55,40.45,72.61,64.89,0.76,1,0
fraser-turner,2018,ND,MID,18.0,0,0,0.0,0.0,106.18,81.7,46.47,106.18,106.18,1.0,1,0
brett-bewley,2018,ND,SF,23.0,0,0,58.2,107.5,73.15,56.12,47.22,73.15,64.6,0.67,1,0
brett-bewley,2019,ND,SF,24.0,7,1,58.2,122.6,68.64,57.0,45.22,68.64,58.81,0.58,1,0
noah-gown,2018,ND,KPF,18.0,0,0,0.0,0.0,90.2,71.74,27.21,90.2,90.2,1.0,1,0
connor-idun,2018,ND,SD,18.0,0,0,86.98,479.6,96.11,81.65,40.67,96.11,96.11,1.0,1,0
connor-idun,2019,ND,SD,19.0,1,1,86.98,546.7,96.59,84.31,57.4,96.59,96.59,1.0,1,0
luke-english,2018,ND,MID,18.0,0,0,0.0,0.0,103.33,83.59,39.84,103.33,103.33,1.0,1,0
matthew-walker,2018,ND,SF,18.0,0,0,0.0,0.0,87.81,69.17,40.25,87.81,87.81,1.0,1,0
lachlan-sholl,2018,ND,MID,18.0,0,0,72.13,109.6,106.36,90.56,40.39,106.36,106.36,1.0,1,0
lachlan-sholl,2019,ND,MID,19.0,0,1,72.13,125.0,106.36,91.35,57.85,106.36,106.36,1.0,1,0
darcy-fort,2018,ND,RUCK,25.0,0,0,72.52,419.9,94.82,87.24,60.88,94.82,78.53,0.52,1,0
darcy-fort,2019,ND,RUCK,26.0,3,1,72.52,472.4,90.86,86.09,57.59,90.86,72.89,0.46,1,0
finbar-o-dwyer,2018,ND,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
robert-young,2018,ND,SF,23.0,0,0,39.7,0.0,76.67,66.8,52.97,76.67,68.85,0.67,1,0
robert-young,2019,ND,SF,24.0,3,1,39.7,0.0,72.5,64.34,48.55,72.5,62.44,0.58,1,0
jake-tarca,2018,ND,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
joel-crocker,2018,ND,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
ben-silvagni,2018,ND,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
caleb-graham,2018,ND,KPD,18.0,0,0,51.73,6.7,103.09,97.89,65.17,103.09,103.09,1.0,1,0
caleb-graham,2019,ND,KPD,19.0,3,1,51.73,6.3,101.83,96.27,77.89,101.83,101.83,1.0,1,0
brayden-ham,2018,ND,SF,19.0,0,0,39.47,0.4,97.91,85.19,61.5,97.91,97.91,1.0,1,0
brayden-ham,2019,ND,SF,20.0,5,1,39.47,0.3,92.73,80.69,55.81,92.73,92.73,1.0,1,0
riley-grundy,2018,ND,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
oscar-brownless,2018,ND,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
toby-bedford,2018,ND,SF,18.0,0,0,64.72,49.3,97.91,83.99,50.25,97.91,97.91,1.0,1,0
toby-bedford,2019,ND,SF,19.0,0,1,64.72,56.2,97.91,85.19,61.5,97.91,97.91,1.0,1,0
boyd-woodcock,2018,ND,SF,18.0,0,0,43.7,0.5,97.91,83.99,50.25,97.91,97.91,1.0,1,0
boyd-woodcock,2019,ND,SF,19.0,0,1,43.7,0.5,97.91,85.19,61.5,97.91,97.91,1.0,1,0
atu-bosenavulagi,2018,ND,MID,18.0,0,0,42.2,0.1,112.82,94.9,52.22,112.82,112.82,1.0,1,0
atu-bosenavulagi,2019,ND,MID,19.0,0,1,42.2,0.1,112.82,94.86,66.85,112.82,112.82,1.0,1,0
will-hayes-a,2018,ND,SF,23.0,0,0,0.0,0.0,76.67,66.8,52.97,76.67,68.85,0.67,1,0
callum-wilkie,2018,RD,KPD,22.0,0,0,96.56,2195.1,91.29,79.48,65.74,91.29,85.16,0.76,1,0
callum-wilkie,2019,RD,KPD,23.0,22,1,96.56,2339.4,92.8,89.88,72.58,92.8,86.13,0.67,1,0
lachie-young,2018,RD,SD,19.0,0,0,53.97,8.0,108.91,97.97,76.77,108.91,108.91,1.0,1,0
lachie-young,2019,RD,SD,20.0,6,1,53.97,9.1,100.3,89.51,62.43,100.3,100.3,1.0,1,0
kieran-strachan,2018,RD,RUCK,23.0,0,0,100.5,316.5,106.38,88.74,64.08,106.38,92.42,0.67,1,0
kieran-strachan,2019,RD,RUCK,24.0,0,1,100.5,360.8,100.49,88.22,61.3,100.49,84.03,0.58,1,0
tom-jok,2018,RD,SD,21.0,0,0,49.0,0.0,100.4,85.93,66.31,100.4,96.31,0.88,1,0
tom-jok,2019,RD,SD,22.0,1,1,49.0,0.0,91.26,80.39,61.57,91.26,84.13,0.76,1,0
tobin-cox,2018,RD,MID,19.0,0,0,0.0,0.0,112.82,94.86,66.85,112.82,112.82,1.0,1,0
tom-mckenzie,2018,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
tom-atkins,2018,RD,MID,23.0,0,0,90.13,796.7,86.27,74.81,47.39,86.27,73.44,0.67,1,0
tom-atkins,2019,RD,MID,24.0,23,1,90.13,907.9,85.19,79.01,58.53,85.19,73.99,0.58,1,0
durak-tucker,2018,RD,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
damon-greaves,2018,RD,SD,18.0,0,0,39.4,183.5,108.91,98.01,61.68,108.91,108.91,1.0,1,0
damon-greaves,2019,RD,SD,19.0,0,1,39.4,209.2,108.91,97.97,76.77,108.91,108.91,1.0,1,0
kade-chandler,2018,RD,SF,18.0,0,0,71.18,174.2,97.91,83.99,50.25,97.91,97.91,1.0,1,0
kade-chandler,2019,RD,SF,19.0,1,1,71.18,198.5,97.91,85.19,61.43,97.91,97.91,1.0,1,0
jake-aarts,2018,RD,SF,23.0,0,0,47.43,5.9,76.67,66.8,52.97,76.67,68.85,0.67,1,0
jake-aarts,2019,RD,SF,24.0,0,1,47.43,6.7,71.57,64.65,52.37,71.57,63.51,0.58,1,0
harry-edwards,2018,RD,KPD,18.0,0,0,61.67,78.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
harry-edwards,2019,RD,KPD,19.0,0,1,61.67,88.9,103.09,97.58,79.88,103.09,103.09,1.0,1,0
tobe-watson,2018,RD,KPD,20.0,0,0,47.6,68.9,97.65,90.86,74.34,97.65,97.65,1.0,1,0
tobe-watson,2019,RD,KPD,21.0,0,1,47.6,78.5,98.07,84.5,69.42,98.07,94.64,0.88,1,0
jordon-sweet,2018,RD,RUCK,20.0,0,0,91.34,536.2,110.94,99.7,72.41,110.94,110.94,1.0,1,0
jordon-sweet,2019,RD,RUCK,21.0,0,1,91.34,611.3,111.34,94.0,71.64,111.34,106.57,0.88,1,0
harry-reynolds,2018,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
william-golds,2018,RD,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
jordon-butts,2018,RD,KPD,19.0,0,0,54.73,5.1,103.09,97.58,79.88,103.09,103.09,1.0,1,0
jordon-butts,2019,RD,KPD,20.0,0,1,54.73,5.8,97.65,90.86,74.34,97.65,97.65,1.0,1,0
tom-wilkinson,2018,RD,KPF,22.0,0,0,0.0,0.0,88.86,79.0,62.92,88.86,82.64,0.76,1,0
tim-mohr,2011,ND,KPD,23.0,0,0,69.27,286.7,88.06,77.58,62.99,88.06,79.79,0.67,1,0
tim-mohr,2012,ND,KPD,24.0,13,1,69.27,260.7,85.45,77.8,65.09,85.45,76.9,0.58,1,0
tim-mohr,2013,ND,KPD,25.0,35,2,70.95,162.2,86.46,80.39,69.92,86.46,78.52,0.52,1,0
tim-mohr,2014,ND,KPD,26.0,43,3,72.4,1.1,82.98,80.46,70.84,82.98,76.43,0.46,1,0
tim-mohr,2015,ND,KPD,27.0,43,4,56.0,1.2,81.54,75.25,66.72,81.54,72.65,0.4,1,0
tim-mohr,2016,ND,KPD,28.0,45,5,56.0,1.4,71.01,64.81,56.04,71.01,62.03,0.4,1,0
tim-mohr,2017,ND,KPD,29.0,46,6,56.0,1.4,70.09,61.31,51.23,70.09,58.78,0.4,1,0
tim-mohr,2018,ND,KPD,30.0,48,7,56.0,0.0,67.83,60.29,46.98,67.83,55.32,0.4,1,0
callum-brown-ire,2018,IRE,SF,18.0,0,0,59.99,21.9,97.91,83.99,50.25,97.91,97.91,1.0,0,1
callum-brown-ire,2019,IRE,SF,19.0,0,1,59.99,24.9,97.91,85.19,61.5,97.91,97.91,1.0,0,1
james-madden,2018,IRE,SD,18.0,0,0,57.0,1.4,108.91,98.01,61.68,108.91,108.91,1.0,0,1
james-madden,2019,IRE,SD,19.0,0,1,57.0,1.6,108.91,97.97,76.77,108.91,108.91,1.0,0,1
red-og-murphy,2018,IRE,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,0,1
stefan-okunbor,2018,IRE,SD,20.0,0,0,0.0,0.0,102.54,91.23,71.23,102.54,102.54,1.0,0,1
anton-tohill,2018,IRE,KPD,19.0,0,0,39.0,0.0,103.09,97.58,79.88,103.09,103.09,1.0,0,1
anton-tohill,2019,IRE,KPD,20.0,0,1,39.0,0.0,97.65,90.86,74.34,97.65,97.65,1.0,0,1
sam-alabakis,2018,UNR,RUCK,21.0,0,0,0.0,0.0,111.34,94.0,71.64,111.34,106.57,0.88,0,1
patrick-bines,2018,UNR,RUCK,19.0,0,0,0.0,0.0,115.06,104.01,74.36,115.06,115.06,1.0,0,1
austin-bradtke,2018,UNR,RUCK,18.0,0,0,0.0,0.0,115.06,103.63,54.35,115.06,115.06,1.0,0,1
tom-fullarton,2018,UNR,KPF,19.0,0,0,48.0,0.3,105.48,97.35,76.94,105.48,105.48,1.0,0,1
tom-fullarton,2019,UNR,KPF,20.0,0,1,48.0,0.4,99.57,90.39,71.26,99.57,99.57,1.0,0,1
matt-owies,2018,UNR,SF,21.0,0,0,55.0,2.6,89.88,75.0,55.43,89.88,85.74,0.88,0,1
matt-owies,2019,UNR,SF,22.0,0,1,55.0,3.0,80.77,69.9,53.82,80.77,74.3,0.76,0,1
brodie-riach,2018,UNR,RUCK,20.0,0,0,0.0,0.0,110.94,99.7,72.41,110.94,110.94,1.0,0,1
guy-walker,2018,UNR,MID,22.0,0,0,0.0,0.0,91.67,78.06,49.36,91.67,81.51,0.76,0,1
tom-wilson,2018,UNR,MID,21.0,0,0,40.8,0.0,101.41,83.1,53.03,101.41,95.61,0.88,0,1
tom-wilson,2019,UNR,MID,22.0,0,1,40.8,0.0,91.67,78.06,49.36,91.67,81.51,0.76,0,1
sam-wicks,2018,PDA,SD,19.0,0,0,60.15,5.3,108.91,97.97,76.77,108.91,108.91,1.0,0,1
