key,Y,type,pos,age,games,tenure,peak_fwd,dv_fwd,pred_raw,b4,b2,b5_raw,b5_tap,asc,in_trainpool,pickless
josh-thomas,2017,ND,SF,26.0,41,8,68.0,213.7,76.93,70.12,61.16,76.93,68.42,0.46,1,0
josh-thomas,2018,ND,SF,27.0,67,9,66.03,19.9,85.86,80.17,69.74,85.86,76.19,0.4,1,0
josh-thomas,2019,ND,SF,28.0,89,10,59.97,5.6,78.05,73.01,63.95,78.05,69.59,0.4,1,0
shane-thorne,2009,ND,MID,22.0,0,0,0.0,0.0,91.67,78.06,49.36,91.67,81.51,0.76,1,0
will-johnson,2009,ND,SF,20.0,0,0,14.0,0.0,91.52,80.26,57.28,91.52,91.52,1.0,1,0
will-johnson,2010,ND,SF,21.0,0,1,14.0,0.0,89.88,75.0,55.43,89.88,85.74,0.88,1,0
will-johnson,2011,ND,SF,22.0,1,2,14.0,0.0,80.05,70.65,53.92,80.05,73.78,0.76,1,0
bryce-retzlaff,2009,ND,KPF,18.0,0,0,37.6,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
bryce-retzlaff,2010,ND,KPF,19.0,0,1,37.6,0.0,105.48,97.35,76.94,105.48,105.48,1.0,1,0
bryce-retzlaff,2011,ND,KPF,20.0,11,2,37.6,0.0,94.19,85.47,61.14,94.19,94.19,1.0,1,0
dylan-grimes,2009,RD,SD,18.0,0,0,74.53,404.4,108.91,98.01,61.68,108.91,108.91,1.0,1,0
dylan-grimes,2010,RD,SD,19.0,1,1,74.53,461.1,108.59,97.98,72.93,108.59,108.59,1.0,1,0
dylan-grimes,2011,RD,SD,20.0,8,2,74.53,501.4,101.23,90.65,66.23,101.23,101.23,1.0,1,0
dylan-grimes,2012,RD,SD,21.0,17,3,74.53,235.5,106.05,96.87,79.03,106.05,102.81,0.88,1,0
dylan-grimes,2013,RD,SD,22.0,26,4,71.8,268.3,94.14,84.53,64.87,94.14,87.11,0.76,1,0
dylan-grimes,2014,RD,SD,23.0,45,5,71.8,305.7,85.88,77.7,60.03,85.88,77.35,0.67,1,0
dylan-grimes,2015,RD,SD,24.0,63,6,71.8,347.6,78.5,75.49,56.98,78.5,69.46,0.58,1,0
dylan-grimes,2016,RD,SD,25.0,79,7,71.8,379.2,78.93,74.65,61.48,78.93,70.56,0.52,1,0
dylan-grimes,2017,RD,SD,26.0,104,8,71.8,430.5,74.34,67.78,52.71,74.34,62.66,0.46,1,0
dylan-grimes,2018,RD,SD,27.0,127,9,71.8,457.5,75.76,70.53,60.58,75.76,66.65,0.4,1,0
dylan-grimes,2019,RD,SD,28.0,151,10,71.8,268.7,83.2,77.03,68.05,83.2,74.11,0.4,1,0
ryan-neates,2009,RD,KPD,18.0,0,0,18.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
ryan-neates,2010,RD,KPD,19.0,0,1,18.0,0.0,103.09,97.58,79.88,103.09,103.09,1.0,1,0
ryan-neates,2011,RD,KPD,20.0,0,2,18.0,0.0,97.65,90.86,74.34,97.65,97.65,1.0,1,0
ryan-neates,2012,RD,KPD,21.0,1,3,18.0,0.0,93.74,83.95,66.11,93.74,90.43,0.88,1,0
kyle-hardingham,2009,RD,SD,21.0,0,0,67.3,162.2,100.4,85.93,66.31,100.4,96.31,0.88,1,0
kyle-hardingham,2010,RD,SD,22.0,6,1,67.3,184.9,90.5,79.42,59.24,90.5,83.0,0.76,1,0
kyle-hardingham,2011,RD,SD,23.0,28,2,67.3,2.7,98.22,92.55,73.55,98.22,90.07,0.67,1,0
kyle-hardingham,2012,RD,SD,24.0,49,3,57.67,1.0,90.48,86.71,73.81,90.48,83.48,0.58,1,0
kyle-hardingham,2013,RD,SD,25.0,57,4,54.45,0.0,86.49,78.84,67.45,86.49,77.35,0.52,1,0
kyle-hardingham,2014,RD,SD,26.0,65,5,46.1,0.0,75.44,70.47,56.97,75.44,65.47,0.46,1,0
robert-hicks,2009,RD,SD,18.0,0,0,45.3,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
robert-hicks,2010,RD,SD,19.0,3,1,45.3,0.0,104.61,93.98,70.0,104.61,104.61,1.0,1,0
michael-barlow,2009,RD,MID,22.0,0,0,111.63,3365.2,91.67,78.06,49.36,91.67,81.51,0.76,1,0
michael-barlow,2010,RD,MID,23.0,13,1,111.63,2557.0,122.08,110.0,92.92,122.08,115.34,0.769,1,0
michael-barlow,2011,RD,MID,24.0,22,2,105.63,2729.7,108.65,98.65,81.25,108.65,98.25,0.62,1,0
michael-barlow,2012,RD,MID,25.0,46,3,105.63,2600.5,115.27,106.31,93.37,115.27,107.4,0.64,1,0
michael-barlow,2013,RD,MID,26.0,70,4,105.63,2030.3,119.46,112.21,103.04,119.46,115.16,0.738,1,0
michael-barlow,2014,RD,MID,27.0,89,5,100.13,1359.2,121.3,116.58,109.83,121.3,118.34,0.742,1,0
michael-barlow,2015,RD,MID,28.0,113,6,91.63,1108.4,110.13,104.48,98.13,110.13,104.86,0.561,1,0
michael-barlow,2016,RD,MID,29.0,126,7,91.1,413.5,109.43,107.39,98.87,109.43,105.0,0.581,1,0
michael-barlow,2017,RD,MID,30.0,138,8,84.2,263.3,101.36,94.11,86.1,101.36,93.0,0.453,1,0
michael-barlow,2018,RD,MID,31.0,141,9,87.3,0.0,100.9,92.65,83.69,100.9,91.44,0.45,1,0
majak-daw,2009,RD,KPF,18.0,0,0,71.13,230.9,105.48,97.39,61.85,105.48,105.48,1.0,1,0
majak-daw,2010,RD,KPF,19.0,0,1,71.13,263.2,105.48,97.35,76.94,105.48,105.48,1.0,1,0
majak-daw,2011,RD,KPF,20.0,0,2,71.13,300.1,99.57,90.39,71.26,99.57,99.57,1.0,1,0
majak-daw,2012,RD,KPF,21.0,0,3,71.13,342.1,97.44,85.05,66.34,97.44,93.71,0.88,1,0
majak-daw,2013,RD,KPF,22.0,6,4,71.13,389.9,86.83,77.54,57.27,86.83,79.74,0.76,1,0
majak-daw,2014,RD,KPF,23.0,14,5,71.13,442.8,83.68,72.34,57.76,83.68,75.13,0.67,1,0
majak-daw,2015,RD,KPF,24.0,16,6,71.13,473.9,78.43,71.3,58.25,78.43,69.96,0.58,1,0
majak-daw,2016,RD,KPF,25.0,25,7,71.13,385.6,82.99,73.72,63.53,82.99,73.65,0.52,1,0
majak-daw,2017,RD,KPF,26.0,32,8,72.15,358.1,79.09,73.23,64.04,79.09,70.96,0.46,1,0
majak-daw,2018,RD,KPF,27.0,50,9,78.2,0.9,91.74,83.71,71.36,91.74,80.28,0.438,1,0
majak-daw,2019,RD,KPF,28.0,50,10,54.0,1.0,86.37,82.06,66.56,86.37,75.23,0.438,1,0
lewis-broome,2009,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
cameron-hitchcock,2009,RD,SF,19.0,0,0,48.7,0.2,97.91,85.19,61.5,97.91,97.91,1.0,1,0
cameron-hitchcock,2010,RD,SF,20.0,17,1,48.7,0.1,87.3,76.56,58.79,87.3,87.3,1.0,1,0
cameron-hitchcock,2011,RD,SF,21.0,30,2,47.8,0.0,85.47,75.72,57.82,85.47,82.15,0.88,1,0
cameron-hitchcock,2012,RD,SF,22.0,32,3,31.0,0.0,73.33,66.53,47.8,73.33,67.21,0.76,1,0
cameron-hitchcock,2013,RD,SF,23.0,35,4,31.0,0.0,70.35,61.99,47.02,70.35,62.65,0.67,1,0
wayde-skipper,2009,RD,RUCK,26.0,0,0,64.4,1.8,89.8,84.79,58.39,89.8,72.84,0.46,1,0
wayde-skipper,2010,RD,RUCK,27.0,14,1,64.4,0.0,94.23,85.85,58.52,94.23,72.8,0.4,1,0
taite-silverlock,2009,RD,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
jaryd-cachia,2009,RD,MID,18.0,0,0,61.4,0.3,112.82,94.9,52.22,112.82,112.82,1.0,1,0
jaryd-cachia,2010,RD,MID,19.0,0,1,61.4,0.3,112.82,94.86,66.85,112.82,112.82,1.0,1,0
jaryd-cachia,2011,RD,MID,20.0,0,2,61.4,0.3,103.9,91.12,61.06,103.9,103.9,1.0,1,0
jaryd-cachia,2012,RD,MID,21.0,0,3,61.4,0.4,105.0,90.59,64.4,105.0,100.13,0.88,1,0
jaryd-cachia,2013,RD,MID,22.0,14,4,61.4,0.0,101.54,90.49,61.72,101.54,91.98,0.76,1,0
mitchell-golby,2009,RD,SD,18.0,0,0,69.73,76.2,108.91,98.01,61.68,108.91,108.91,1.0,1,0
mitchell-golby,2010,RD,SD,19.0,0,1,69.73,86.8,108.91,97.97,76.77,108.91,108.91,1.0,1,0
mitchell-golby,2011,RD,SD,20.0,8,2,69.73,98.9,100.95,89.85,64.67,100.95,100.95,1.0,1,0
mitchell-golby,2012,RD,SD,21.0,21,3,69.73,43.6,106.18,98.36,80.67,106.18,103.12,0.88,1,0
mitchell-golby,2013,RD,SD,22.0,39,4,66.6,0.3,105.75,99.36,86.42,105.75,101.11,0.76,1,0
mitchell-golby,2014,RD,SD,23.0,51,5,58.6,0.0,94.21,87.56,71.33,94.21,86.66,0.67,1,0
mitchell-golby,2015,RD,SD,24.0,56,6,49.4,0.0,87.47,79.46,64.43,87.47,77.8,0.58,1,0
luke-thompson,2009,RD,KPD,18.0,0,0,58.85,39.8,103.09,97.89,65.17,103.09,103.09,1.0,1,0
luke-thompson,2010,RD,KPD,19.0,0,1,58.85,45.3,103.09,97.58,79.88,103.09,103.09,1.0,1,0
luke-thompson,2011,RD,KPD,20.0,11,2,58.85,2.3,99.88,93.54,78.97,99.88,99.88,1.0,1,0
luke-thompson,2012,RD,KPD,21.0,14,3,53.0,0.8,97.38,86.35,67.91,97.38,93.85,0.88,1,0
luke-thompson,2013,RD,KPD,22.0,14,4,53.0,0.9,85.66,79.3,59.82,85.66,79.46,0.76,1,0
luke-thompson,2014,RD,KPD,23.0,20,5,53.0,0.0,82.97,71.24,59.98,82.97,75.38,0.67,1,0
thomas-hunter,2009,RD,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
mark-hutchings,2009,RD,MID,18.0,0,0,79.53,296.6,112.82,94.9,52.22,112.82,112.82,1.0,1,0
mark-hutchings,2010,RD,MID,19.0,0,1,79.53,338.1,112.82,94.86,66.85,112.82,112.82,1.0,1,0
mark-hutchings,2011,RD,MID,20.0,0,2,79.53,385.5,103.9,91.12,61.06,103.9,103.9,1.0,1,0
mark-hutchings,2012,RD,MID,21.0,0,3,79.53,439.4,105.0,90.59,64.4,105.0,100.13,0.88,1,0
mark-hutchings,2013,RD,MID,22.0,9,4,79.53,156.9,113.36,99.79,77.77,113.36,104.82,0.76,1,0
mark-hutchings,2014,RD,MID,23.0,25,5,73.67,157.8,109.39,98.86,77.9,109.39,99.0,0.67,1,0
mark-hutchings,2015,RD,MID,24.0,38,6,70.83,141.9,105.42,95.89,76.98,105.42,93.47,0.58,1,0
mark-hutchings,2016,RD,MID,25.0,56,7,62.57,19.9,98.1,89.5,76.51,98.1,87.74,0.52,1,0
mark-hutchings,2017,RD,MID,26.0,75,8,54.6,22.6,77.2,74.15,55.77,77.2,65.63,0.46,1,0
mark-hutchings,2018,RD,MID,27.0,95,9,56.6,0.0,78.84,72.41,60.65,78.84,67.93,0.4,1,0
mark-hutchings,2019,RD,MID,28.0,113,10,48.4,0.0,75.43,69.28,51.61,75.43,61.14,0.4,1,0
jack-weston,2009,RD,SF,18.0,0,0,0.0,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
pat-contin,2009,RD,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
alex-silvagni,2009,RD,SD,22.0,0,0,67.67,260.7,92.12,80.19,62.89,92.12,85.1,0.76,1,0
alex-silvagni,2010,RD,SD,23.0,15,1,67.67,286.1,89.7,78.25,61.38,89.7,80.35,0.67,1,0
alex-silvagni,2011,RD,SD,24.0,24,2,66.27,45.1,91.56,86.05,68.22,91.56,81.76,0.58,1,0
alex-silvagni,2012,RD,SD,25.0,29,3,58.87,50.1,84.81,74.99,62.95,84.81,74.32,0.52,1,0
alex-silvagni,2013,RD,SD,26.0,39,4,58.87,55.4,76.39,71.63,59.67,76.39,67.36,0.46,1,0
alex-silvagni,2014,RD,SD,27.0,46,5,61.5,60.8,73.47,69.07,54.46,73.47,62.06,0.4,1,0
alex-silvagni,2015,RD,SD,28.0,48,6,67.7,69.3,71.87,61.07,43.72,71.87,54.98,0.4,1,0
alex-silvagni,2016,RD,SD,29.0,53,7,67.7,71.4,74.22,63.73,51.41,74.22,60.54,0.4,1,0
alex-silvagni,2017,RD,SD,30.0,60,8,67.7,0.0,79.1,67.39,56.48,79.1,65.53,0.4,1,0
matthew-scott,2009,RD,MID,18.0,0,0,0.0,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
andrew-strijk,2009,RD,SD,22.0,0,0,65.2,2.5,92.12,80.19,62.89,92.12,85.1,0.76,1,0
andrew-strijk,2010,RD,SD,23.0,10,1,65.2,0.0,88.54,77.82,60.87,88.54,79.41,0.67,1,0
andrew-strijk,2011,RD,SD,24.0,11,2,20.0,0.0,83.0,74.1,56.04,83.0,71.67,0.58,1,0
andrew-strijk,2012,RD,SD,25.0,13,3,18.0,0.0,76.22,69.12,49.4,76.22,63.35,0.52,1,0
daniel-webb,2009,RD,RUCK,20.0,0,0,0.0,0.0,110.94,99.7,72.41,110.94,110.94,1.0,1,0
jarrod-kayler-thomson,2009,RD,MID,24.0,0,0,0.0,0.0,79.95,70.81,45.76,79.95,65.59,0.58,1,0
ben-howlett,2009,RD,MID,21.0,0,0,80.63,476.6,101.41,83.1,53.03,101.41,95.61,0.88,1,0
ben-howlett,2010,RD,MID,22.0,15,1,80.63,511.9,106.63,94.69,69.61,106.63,97.74,0.76,1,0
ben-howlett,2011,RD,MID,23.0,38,2,80.63,441.7,111.1,102.01,83.06,111.1,101.85,0.67,1,0
ben-howlett,2012,RD,MID,24.0,57,3,78.33,310.7,109.93,102.8,86.66,109.93,100.16,0.58,1,0
ben-howlett,2013,RD,MID,25.0,76,4,74.57,323.7,106.67,100.62,83.1,106.67,95.36,0.52,1,0
ben-howlett,2014,RD,MID,26.0,97,5,69.57,227.1,99.83,91.94,80.18,99.83,89.22,0.46,1,0
ben-howlett,2015,RD,MID,27.0,117,6,68.2,3.3,101.94,92.12,80.51,101.94,89.08,0.4,1,0
ben-howlett,2016,RD,MID,28.0,117,7,59.6,3.8,97.26,89.5,75.84,97.26,84.41,0.4,1,0
ben-howlett,2017,RD,MID,29.0,124,8,59.6,0.0,78.37,68.83,57.21,78.37,65.67,0.4,1,0
joe-dare,2009,RD,KPD,18.0,0,0,0.0,0.0,103.09,97.89,65.17,103.09,103.09,1.0,1,0
josh-dyson,2009,RD,SD,18.0,0,0,30.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
josh-dyson,2010,RD,SD,19.0,0,1,30.0,0.0,108.91,97.97,76.77,108.91,108.91,1.0,1,0
josh-dyson,2011,RD,SD,20.0,1,2,30.0,0.0,102.22,92.07,67.44,102.22,102.22,1.0,1,0
matthew-wright,2009,RD,SF,20.0,0,0,84.17,912.1,91.52,80.26,57.28,91.52,91.52,1.0,1,0
matthew-wright,2010,RD,SF,21.0,0,1,84.17,1039.9,89.88,75.0,55.43,89.88,85.74,0.88,1,0
matthew-wright,2011,RD,SF,22.0,19,2,84.17,1180.4,90.96,83.47,68.95,90.96,85.68,0.76,1,0
matthew-wright,2012,RD,SF,23.0,41,3,84.17,783.6,109.2,96.67,81.74,109.2,101.93,0.735,1,0
matthew-wright,2013,RD,SF,24.0,58,4,80.27,773.6,94.73,89.21,77.11,94.73,87.51,0.59,1,0
matthew-wright,2014,RD,SF,25.0,78,5,80.27,547.0,99.6,94.42,80.65,99.6,91.27,0.56,1,0
matthew-wright,2015,RD,SF,26.0,94,6,75.23,622.6,74.41,72.35,65.17,74.41,69.42,0.46,1,0
matthew-wright,2016,RD,SF,27.0,116,7,75.23,226.6,95.42,91.64,80.76,95.42,87.48,0.458,1,0
matthew-wright,2017,RD,SF,28.0,138,8,70.35,21.4,90.3,87.79,76.69,90.3,82.55,0.43,1,0
matthew-wright,2018,RD,SF,29.0,159,9,64.6,0.0,77.87,71.41,63.57,77.87,69.29,0.4,1,0
jack-carter,2009,RD,SD,18.0,0,0,0.0,0.0,108.91,98.01,61.68,108.91,108.91,1.0,1,0
andrew-hooper,2009,RD,SF,18.0,0,0,47.8,0.0,97.91,83.99,50.25,97.91,97.91,1.0,1,0
andrew-hooper,2010,RD,SF,19.0,0,1,47.8,0.0,97.91,85.19,61.5,97.91,97.91,1.0,1,0
andrew-hooper,2011,RD,SF,20.0,5,2,47.8,0.0,92.22,81.31,55.88,92.22,92.22,1.0,1,0
andrew-hooper,2012,RD,SF,21.0,6,3,40.0,0.0,92.48,79.69,56.17,92.48,88.13,0.88,1,0
daniel-archer,2009,RD,MID,18.0,0,0,52.0,0.4,112.82,94.9,52.22,112.82,112.82,1.0,1,0
daniel-archer,2010,RD,MID,19.0,0,1,52.0,0.5,112.82,94.86,66.85,112.82,112.82,1.0,1,0
daniel-archer,2011,RD,MID,20.0,1,2,52.0,0.0,103.9,91.85,60.44,103.9,103.9,1.0,1,0
ben-johnson,2009,RD,MID,22.0,0,0,72.4,133.3,91.67,78.06,49.36,91.67,81.51,0.76,1,0
ben-johnson,2010,RD,MID,23.0,23,1,72.4,85.8,102.16,96.27,70.32,102.16,91.66,0.67,1,0
ben-johnson,2011,RD,MID,24.0,39,2,69.8,0.6,104.93,95.72,77.41,104.93,93.37,0.58,1,0
ben-johnson,2012,RD,MID,25.0,47,3,60.2,0.4,93.16,84.86,65.91,93.16,80.08,0.52,1,0
ben-johnson,2013,RD,MID,26.0,50,4,63.0,0.0,85.67,80.3,62.47,85.67,73.14,0.46,1,0
relton-roberts,2009,RD,SF,23.0,0,0,14.0,0.0,76.67,66.8,52.97,76.67,68.85,0.67,1,0
relton-roberts,2010,RD,SF,24.0,2,1,14.0,0.0,69.48,63.85,46.57,69.48,59.86,0.58,1,0
ashton-hams,2009,RD,SF,23.0,0,0,63.53,32.4,76.67,66.8,52.97,76.67,68.85,0.67,1,0
ashton-hams,2010,RD,SF,24.0,11,1,63.53,8.9,83.13,74.6,63.0,83.13,74.68,0.58,1,0
ashton-hams,2011,RD,SF,25.0,15,2,59.05,10.1,76.48,67.38,56.35,76.48,66.82,0.52,1,0
ashton-hams,2012,RD,SF,26.0,31,3,59.05,1.4,75.86,71.0,62.04,75.86,68.4,0.46,1,0
ashton-hams,2013,RD,SF,27.0,39,4,56.4,0.0,71.84,67.14,55.76,71.84,62.19,0.4,1,0
cameron-cloke,2009,RD,KPF,25.0,0,0,34.0,0.0,77.34,70.83,58.25,77.34,68.18,0.52,1,0
cameron-cloke,2010,RD,KPF,26.0,1,1,34.0,0.0,73.09,67.94,54.4,73.09,63.0,0.46,1,0
stewart-crameri,2009,RD,SF,21.0,0,0,78.3,770.2,89.88,75.0,55.43,89.88,85.74,0.88,1,0
stewart-crameri,2010,RD,SF,22.0,3,1,78.3,877.4,82.63,70.77,51.68,82.63,75.2,0.76,1,0
stewart-crameri,2011,RD,SF,23.0,23,2,78.3,822.5,98.55,90.42,73.36,98.55,90.95,0.698,1,0
stewart-crameri,2012,RD,SF,24.0,41,3,74.77,521.9,96.44,94.67,76.23,96.44,88.88,0.626,1,0
stewart-crameri,2013,RD,SF,25.0,57,4,71.27,347.4,91.89,85.59,74.48,91.89,83.56,0.521,1,0
stewart-crameri,2014,RD,SF,26.0,79,5,70.7,258.7,84.79,81.9,70.61,84.79,77.13,0.46,1,0
stewart-crameri,2015,RD,SF,27.0,96,6,73.4,20.4,84.91,82.75,70.19,84.91,76.08,0.4,1,0
stewart-crameri,2016,RD,SF,28.0,96,7,62.0,23.3,81.86,80.09,65.65,81.86,72.13,0.4,1,0
stewart-crameri,2017,RD,SF,29.0,98,8,62.0,20.6,77.76,69.56,58.98,77.76,66.49,0.4,1,0
stewart-crameri,2018,RD,SF,30.0,102,9,62.0,0.0,73.6,66.29,55.93,73.6,63.0,0.4,1,0
levi-casboult,2009,RD,KPF,19.0,0,0,68.57,244.1,105.48,97.35,76.94,105.48,105.48,1.0,1,0
levi-casboult,2010,RD,KPF,20.0,0,1,68.57,278.3,99.57,90.39,71.26,99.57,99.57,1.0,1,0
levi-casboult,2011,RD,KPF,21.0,0,2,68.57,317.3,97.44,85.05,66.34,97.44,93.71,0.88,1,0
levi-casboult,2012,RD,KPF,22.0,6,3,68.57,305.6,90.36,81.68,61.85,90.36,83.51,0.76,1,0
levi-casboult,2013,RD,KPF,23.0,17,4,68.57,345.7,89.34,77.36,62.43,89.34,80.46,0.67,1,0
levi-casboult,2014,RD,KPF,24.0,36,5,68.57,321.8,83.43,79.6,67.59,83.43,76.78,0.58,1,0
levi-casboult,2015,RD,KPF,25.0,52,6,68.57,305.2,81.39,76.04,67.7,81.39,74.82,0.52,1,0
levi-casboult,2016,RD,KPF,26.0,72,7,68.57,347.5,73.06,68.45,56.25,73.06,63.99,0.46,1,0
levi-casboult,2017,RD,KPF,27.0,94,8,68.57,294.9,76.23,69.98,63.95,76.23,68.86,0.4,1,0
levi-casboult,2018,RD,KPF,28.0,104,9,65.67,326.1,73.31,68.12,59.36,73.31,64.94,0.4,1,0
levi-casboult,2019,RD,KPF,29.0,124,10,64.67,72.7,82.97,75.76,67.46,82.97,73.66,0.4,1,0
matthew-jaensch,2009,RD,SD,20.0,0,0,82.73,466.3,102.54,91.23,71.23,102.54,102.54,1.0,1,0
matthew-jaensch,2010,RD,SD,21.0,11,1,82.73,523.0,100.82,87.71,66.58,100.82,96.71,0.88,1,0
matthew-jaensch,2011,RD,SD,22.0,24,2,82.73,395.8,102.45,94.37,77.3,102.45,96.41,0.76,1,0
matthew-jaensch,2012,RD,SD,23.0,34,3,78.07,450.6,94.0,87.01,71.8,94.0,86.68,0.67,1,0
matthew-jaensch,2013,RD,SD,24.0,45,4,76.27,513.5,87.99,81.45,66.66,87.99,79.03,0.58,1,0
matthew-jaensch,2014,RD,SD,25.0,67,5,86.75,183.7,104.96,101.26,89.74,104.96,97.94,0.538,1,0
matthew-jaensch,2015,RD,SD,26.0,74,6,84.0,0.0,102.64,99.35,88.37,102.64,95.24,0.481,1,0
matthew-panos,2009,RD,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
james-podsiadly,2009,RD,KPF,28.0,0,0,82.47,1516.2,72.99,66.21,55.84,72.99,62.7,0.4,1,0
james-podsiadly,2010,RD,KPF,29.0,17,1,82.47,937.7,93.19,84.64,71.67,93.19,83.41,0.545,1,0
james-podsiadly,2011,RD,KPF,30.0,37,2,76.37,630.8,89.07,83.28,68.02,89.07,79.81,0.56,1,0
james-podsiadly,2012,RD,KPF,31.0,54,3,73.07,441.9,88.34,81.85,66.74,88.34,77.24,0.486,1,0
james-podsiadly,2013,RD,KPF,32.0,74,4,72.85,149.4,92.34,85.4,74.36,92.34,82.98,0.48,1,0
james-podsiadly,2014,RD,KPF,33.0,95,5,69.4,0.0,86.75,81.16,71.41,86.75,77.8,0.417,1,0
nick-westhoff,2009,RD,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
marcus-marigliani,2009,RD,MID,24.0,0,0,66.0,0.8,79.95,70.81,45.76,79.95,65.59,0.58,1,0
marcus-marigliani,2010,RD,MID,25.0,2,1,66.0,0.0,77.02,68.47,42.72,77.02,60.56,0.52,1,0
simon-white,2009,RD,SD,21.0,0,0,61.2,55.4,100.4,85.93,66.31,100.4,96.31,0.88,1,0
simon-white,2010,RD,SD,22.0,6,1,61.2,59.6,88.68,79.39,57.36,88.68,81.16,0.76,1,0
simon-white,2011,RD,SD,23.0,12,2,60.7,65.8,86.96,73.93,55.5,86.96,76.57,0.67,1,0
simon-white,2012,RD,SD,24.0,17,3,60.1,73.5,81.78,71.77,58.32,81.78,71.93,0.58,1,0
simon-white,2013,RD,SD,25.0,26,4,60.1,75.9,80.89,71.93,60.88,80.89,71.28,0.52,1,0
simon-white,2014,RD,SD,26.0,45,5,57.2,85.0,75.31,72.18,56.59,75.31,65.2,0.46,1,0
simon-white,2015,RD,SD,27.0,59,6,55.73,96.1,73.32,64.26,49.39,73.32,58.96,0.4,1,0
simon-white,2016,RD,SD,28.0,76,7,58.65,0.3,76.41,69.36,58.84,76.41,65.87,0.4,1,0
simon-white,2017,RD,SD,29.0,87,8,49.0,0.0,72.95,64.09,53.21,72.95,61.11,0.4,1,0
eddie-prato,2009,RD,SF,19.0,0,0,0.0,0.0,97.91,85.19,61.5,97.91,97.91,1.0,1,0
jesse-stringer,2009,RD,MID,18.0,0,0,51.3,0.0,112.82,94.9,52.22,112.82,112.82,1.0,1,0
jesse-stringer,2010,RD,MID,19.0,0,1,51.3,0.0,112.82,94.86,66.85,112.82,112.82,1.0,1,0
jesse-stringer,2011,RD,MID,20.0,0,2,51.3,0.0,103.9,91.12,61.06,103.9,103.9,1.0,1,0
jesse-stringer,2012,RD,MID,21.0,8,3,51.3,0.0,104.15,88.25,57.12,104.15,98.5,0.88,1,0
jesse-stringer,2013,RD,MID,22.0,15,4,49.0,0.0,95.0,81.07,51.72,95.0,84.61,0.76,1,0
jesse-stringer,2014,RD,MID,23.0,19,5,51.8,0.0,89.92,78.81,49.29,89.92,76.51,0.67,1,0
josh-donaldson,2009,RD,KPF,18.0,0,0,0.0,0.0,105.48,97.39,61.85,105.48,105.48,1.0,1,0
patrick-ambrose,2009,RD,KPF,23.0,0,0,57.83,18.0,84.57,75.82,61.27,84.57,76.88,0.67,1,0
patrick-ambrose,2010,RD,KPF,24.0,0,1,57.83,20.5,79.91,74.24,60.45,79.91,71.73,0.58,1,0
patrick-ambrose,2011,RD,KPF,25.0,0,2,57.83,23.4,77.34,70.83,58.25,77.34,68.18,0.52,1,0
patrick-ambrose,2012,RD,KPF,26.0,0,3,57.83,26.7,74.63,69.41,58.31,74.63,65.82,0.46,1,0
patrick-ambrose,2013,RD,KPF,27.0,0,4,57.83,30.4,77.58,70.58,59.1,77.58,66.49,0.4,1,0
patrick-ambrose,2014,RD,KPF,28.0,16,5,57.83,26.9,73.52,64.95,52.33,73.52,60.81,0.4,1,0
patrick-ambrose,2015,RD,KPF,29.0,32,6,57.13,10.2,72.29,63.82,51.99,72.29,60.11,0.4,1,0
patrick-ambrose,2016,RD,KPF,30.0,50,7,54.83,3.8,71.21,63.51,52.03,71.21,59.7,0.4,1,0
patrick-ambrose,2017,RD,KPF,31.0,60,8,53.5,2.0,71.9,64.81,54.66,71.9,61.56,0.4,1,0
patrick-ambrose,2018,RD,KPF,32.0,67,9,52.9,1.1,70.96,60.35,49.68,70.96,58.19,0.4,1,0
patrick-ambrose,2019,RD,KPF,33.0,87,10,52.8,0.0,69.32,61.49,50.21,69.32,57.85,0.4,1,0
tommy-walsh,2009,IRE,KPF,21.0,0,0,44.3,0.0,97.44,85.05,66.34,97.44,93.71,0.88,0,1
tommy-walsh,2010,IRE,KPF,22.0,0,1,44.3,0.1,88.86,79.0,62.92,88.86,82.64,0.76,0,1
tommy-walsh,2011,IRE,KPF,23.0,0,2,44.3,0.1,84.57,75.82,61.27,84.57,76.88,0.67,0,1
tommy-walsh,2012,IRE,KPF,24.0,3,3,44.3,0.0,76.58,68.74,53.53,76.58,66.9,0.58,0,1
tommy-walsh,2013,IRE,KPF,25.0,5,4,16.0,0.0,74.52,66.27,51.19,74.52,63.32,0.52,0,1
jamie-o-reilly,2009,IRE,KPF,21.0,0,0,33.7,0.0,97.44,85.05,66.34,97.44,93.71,0.88,0,1
