key,player,pos,base,fix1,absence,both
zac-foot,Zac Foot,GEN_FWD,10,10,10,10
jacob-koschitzke,Jacob Koschitzke,KEY_FWD,10,10,10,10
aaron-nietschke,Aaron Nietschke,GEN_DEF,11,11,11,11
nick-hind,Nick Hind,GEN_DEF,3,3,3,3
noah-answerth,Noah Answerth,GEN_DEF,31,31,31,31
marty-hore,Marty Hore,GEN_DEF,5,5,5,5
lachlan-schultz,Lachlan Schultz,GEN_FWD,608,608,608,608
fraser-turner,Fraser Turner,MID,12,12,12,12
brett-bewley,Brett Bewley,GEN_FWD,4,4,4,4
noah-gown,Noah Gown,KEY_FWD,10,10,10,10
luke-english,Luke English,MID,12,12,12,12
matthew-walker,Matthew Walker,GEN_FWD,9,9,9,9
darcy-fort,Darcy Fort,RUC,82,82,82,82
finbar-o-dwyer,Finbar O'Dwyer,GEN_DEF,11,11,11,11
robert-young,Robert Young,GEN_FWD,4,4,4,4
jake-tarca,Jake Tarca,GEN_FWD,9,9,9,9
joel-crocker,Joel Crocker,GEN_FWD,8,8,8,8
ben-silvagni,Ben Silvagni,KEY_DEF,13,13,13,13
caleb-graham,Caleb Graham,KEY_DEF,76,76,76,76
brayden-ham,Brayden Ham,GEN_FWD,12,12,12,12
riley-grundy,Riley Grundy,KEY_DEF,13,13,13,13
oscar-brownless,Oscar Brownless,GEN_FWD,8,8,8,8
boyd-woodcock,Boyd Woodcock,GEN_FWD,8,8,8,8
atu-bosenavulagi,Atu Bosenavulagi,MID,11,11,11,11
will-hayes-a,William Hayes,GEN_FWD,4,4,4,4
lachie-young,Lachie Young,GEN_DEF,16,16,16,16
kieran-strachan,Kieran Strachan,RUC,10,10,10,10
tom-jok,Tom Jok,GEN_DEF,9,9,9,9
tobin-cox,Tobin Cox,MID,13,13,13,13
tom-mckenzie,Tom McKenzie,MID,10,10,10,10
tom-atkins,Tom Atkins,MID,291,291,291,291
durak-tucker,Durak Tucker,GEN_DEF,11,11,11,11
damon-greaves,Damon Greaves,GEN_DEF,11,11,11,11
jake-aarts,Jake Aarts,GEN_FWD,1,1,1,1
tobe-watson,Tobe Watson,KEY_DEF,21,21,21,21
harry-reynolds,Harry Reynolds,MID,10,10,10,10
william-golds,William Golds,GEN_FWD,10,10,10,10
jordon-butts,Jordon Butts,KEY_DEF,14,14,14,14
tom-wilkinson,Tom Wilkinson,KEY_FWD,6,6,6,6
tim-mohr,Tim Mohr,KEY_DEF,0,0,0,0
james-madden,James Madden,GEN_DEF,7,7,7,7
red-og-murphy,Red Og Murphy,GEN_DEF,7,7,7,7
stefan-okunbor,Stefan Okunbor,GEN_DEF,8,8,8,8
anton-tohill,Anton Tohill,KEY_DEF,8,8,8,8
sam-alabakis,Sam Alabakis,RUC,10,10,10,10
patrick-bines,Patrick Bines,RUC,10,10,10,10
austin-bradtke,Austin Bradtke,RUC,10,10,10,10
tom-fullarton,Tom Fullarton,KEY_FWD,10,10,10,10
matt-owies,Matt Owies,GEN_FWD,2,2,2,2
brodie-riach,Brodie Riach,RUC,10,10,10,10
guy-walker,Guy Walker,MID,2,2,2,2
tom-wilson,Tom Wilson,MID,6,6,6,6
sam-wicks,Sam Wicks,GEN_DEF,22,22,22,22
jason-carter,Jason Carter,GEN_DEF,7,7,7,7
blake-schlensog,Blake Schlensog,RUC,10,10,10,10
martin-frederick,Martin Frederick,MID,8,8,8,8
kai-pudney,Kai Pudney,MID,8,8,8,8
matt-cottrell,Matt Cottrell,MID,47,47,47,47
sam-fletcher,Sam Fletcher,GEN_FWD,9,9,9,9
michael-gibbons,Michael Gibbons,GEN_DEF,1,1,1,1
jay-lockhart,Jay Lockhart,GEN_FWD,1,1,1,1
sydney-stack,Sydney Stack,GEN_DEF,7,7,7,7
mitch-riordan,Mitch Riordan,MID,10,10,10,10
kyle-dunkley,Kyle Dunkley,MID,9,9,9,9
michael-knoll,Michael Knoll,RUC,2,2,2,2
lachie-hosie,Lachie Hosie,GEN_FWD,1,1,1,1
jack-mayo,Jack Mayo,KEY_FWD,9,9,9,9
dillon-o-rielly,Dillon O'Rielly,KEY_FWD,7,7,7,7
marlion-pickett,Marlion Pickett,GEN_FWD,0,0,0,0
cody-hirst,Cody Hirst,MID,10,10,10,10
cameron-rayner,Cameron Rayner,GEN_FWD,478,478,478,478
paddy-dow,Paddy Dow,MID,161,161,161,161
jaidyn-stephenson,Jaidyn Stephenson,GEN_FWD,36,36,36,36
hunter-clark,Hunter Clark,GEN_DEF,54,54,54,54
nicholas-coffield,Nicholas Coffield,GEN_DEF,52,52,52,52
lochie-o-brien,Lochie O'Brien,MID,41,41,41,41
aiden-bonar,Aiden Bonar,GEN_DEF,20,20,20,20
jarrod-brander,Jarrod Brander,KEY_FWD,19,19,19,19
matthew-ling,Matthew Ling,MID,32,32,32,32
brandon-starcevich,Brandon Starcevich,GEN_DEF,42,42,42,42
wil-powell,Wil Powell,GEN_DEF,955,955,955,955
will-walker,Will Walker,GEN_FWD,16,16,16,16
tim-kelly,Tim Kelly,MID,908,908,908,908
liam-ryan,Liam Ryan,GEN_FWD,29,29,29,29
charlie-spargo,Charlie Spargo,GEN_FWD,35,35,35,35
bayley-fritsch,Bayley Fritsch,GEN_FWD,192,192,192,192
brayden-ainsworth,Brayden Ainsworth,MID,13,13,13,13
patrick-naish,Patrick Naish,MID,17,17,17,17
oscar-clavarino,Oscar Clavarino,KEY_DEF,15,15,15,15
charlie-constable,Charlie Constable,MID,16,16,16,16
harrison-petty,Harrison Petty,KEY_DEF,144,144,144,144
jack-petruccelle,Jack Petruccelle,GEN_FWD,12,12,12,12
nathan-murphy,Nathan Murphy,KEY_DEF,15,15,15,15
andrew-mcpherson,Andrew McPherson,GEN_DEF,11,11,11,11
toby-wooller,Toby Wooller,KEY_FWD,11,11,11,11
connor-ballenden,Connor Ballenden,KEY_FWD,10,10,10,10
hugh-dixon,Hugh Dixon,KEY_FWD,10,10,10,10
ben-paton,Ben Paton,GEN_FWD,12,12,12,12
sam-hayes,Sam Hayes,RUC,14,14,14,14
oskar-baker,Oskar Baker,GEN_FWD,31,31,31,31
jordan-houlahan,Jordan Houlahan,MID,13,13,13,13
tyler-brown,Tyler Brown,MID,13,13,13,13
kane-farrell,Kane Farrell,GEN_DEF,1421,1421,1421,1421
brayden-crossley,Brayden Crossley,RUC,13,13,13,13
ryley-stoddart,Ryley Stoddart,GEN_DEF,11,11,11,11
jack-payne,Jack Payne,KEY_DEF,219,219,219,219
connor-nutting,Connor Nutting,GEN_FWD,9,9,9,9
zac-giles-langdon,Zac Giles-Langdon,GEN_FWD,5,5,5,5
jake-patmore,Jake Patmore,GEN_FWD,9,9,9,9
mitchell-crowden,Mitchell Crowden,GEN_FWD,9,9,9,9
joel-garner,Joel Garner,GEN_FWD,9,9,9,9
dom-barry,Dom Barry,MID,17,17,17,17
kyron-hayden,Kyron Hayden,MID,12,12,12,12
ben-miller,Ben Miller,KEY_DEF,1165,1165,1165,1165
nicholas-shipley,Nicholas Shipley,MID,11,11,11,11
tom-north,Tom North,MID,11,11,11,11
hamish-brayshaw,Hamish Brayshaw,MID,12,12,12,12
angus-schumacher,Angus Schumacher,GEN_DEF,11,11,11,11
jackson-ross,Jackson Ross,MID,11,11,11,11
tristan-xerri,Tristan Xerri,RUC,6251,6251,6251,6251
sam-switkowski,Sam Switkowski,GEN_FWD,50,50,50,50
callum-porter,Callum Porter,MID,11,11,11,11
scott-jones,Scott Jones,KEY_FWD,5,5,5,5
matt-guelfi,Matt Guelfi,GEN_FWD,26,26,26,26
joshua-jaska,Joshua Jaska,MID,14,14,14,14
thomas-murphy-1,Thomas Murphy,GEN_DEF,16,16,16,16
bailey-banfield,Bailey Banfield,GEN_DEF,7,7,7,7
flynn-appleby,Flynn Appleby,GEN_DEF,11,11,11,11
harrison-jones-haw,Harrison Jones,KEY_FWD,9,9,9,9
doulton-langlands,Doulton Langlands,MID,10,10,10,10
trent-myknott,Trent Myknott,MID,10,10,10,10
ryan-burrows,Ryan Burrows,GEN_DEF,15,15,15,15
angus-styles,Angus Styles,GEN_DEF,11,11,11,11
patrick-wilson,Patrick Wilson,MID,3,3,3,3
gordon-narrier,Gordon Narrier,GEN_DEF,15,15,15,15
stefan-giro,Stefan Giro,MID,10,10,10,10
brody-mihocek,Brody Mihocek,KEY_FWD,11,11,11,11
david-mirra,David Mirra,GEN_DEF,0,0,0,0
tony-olango,Tony Olango,RUC,10,10,10,10
callan-england,Callan England,MID,10,10,10,10
lachlan-murphy,Lachlan Murphy,GEN_FWD,10,10,10,10
jackson-edwards,Jackson Edwards,MID,10,10,10,10
cillian-mcdaid,Cillian McDaid,GEN_DEF,8,8,8,8
tom-jeffries,Tom Jeffries,KEY_DEF,8,8,8,8
luke-lavender,Luke Lavender,RUC,10,10,10,10
jack-madgen,Jack Madgen,KEY_DEF,2,2,2,2
jacob-dawson,Jacob Dawson,MID,8,8,8,8
jacob-heron,Jacob Heron,GEN_FWD,6,6,6,6
james-bell,James Bell,GEN_FWD,6,6,6,6
jake-brown,Jake Brown,GEN_FWD,9,9,9,9
derek-eggmolesse-smith,Derek Eggmolesse-Smith,GEN_DEF,10,10,10,10
sam-petrevski-seton,Sam Petrevski-Seton,MID,51,51,51,51
will-brodie,Will Brodie,MID,1022,1022,1022,1022
jack-bowes,Jack Bowes,MID,119,119,119,119
oliver-florent,Oliver Florent,GEN_DEF,735,735,735,735
daniel-venables,Daniel Venables,GEN_FWD,28,28,28,28
jordan-gallucci,Jordan Gallucci,MID,30,30,30,30
jarrod-berry,Jarrod Berry,MID,525,525,525,525
will-hayward,Will Hayward,GEN_FWD,203,203,203,203
alex-witherden,Alex Witherden,GEN_DEF,14,14,14,14
cedric-cox,Cedric Cox,MID,13,13,13,13
ben-long,Ben Long,GEN_FWD,32,32,32,32
brandan-parfitt,Brandan Parfitt,MID,21,21,21,21
sam-mclarty,Sam McLarty,KEY_DEF,16,16,16,16
joshua-begley,Joshua Begley,GEN_DEF,12,12,12,12
joe-atley,Joe Atley,GEN_DEF,12,12,12,12
willem-drew,Willem Drew,MID,851,851,851,851
declan-watson,Declan Watson,KEY_DEF,15,15,15,15
callum-brown,Callum Brown,MID,16,16,16,16
josh-williams,Josh Williams,MID,16,16,16,16
josh-rotham,Josh Rotham,GEN_DEF,12,12,12,12
kobe-mutch,Kobe Mutch,MID,14,14,14,14
esava-ratugolea,Esava Ratugolea,KEY_DEF,86,86,86,86
myles-poholke,Myles Poholke,MID,14,14,14,14
jack-maibaum,Jack Maibaum,KEY_DEF,14,14,14,14
mitchell-hannan,Mitchell Hannan,GEN_FWD,5,5,5,5
harrison-macreadie,Harrison Macreadie,KEY_DEF,14,14,14,14
kale-kirby,Kale Kirby,GEN_FWD,10,10,10,10
willie-rioli,Willie Rioli,GEN_FWD,8,8,8,8
jack-graham,Jack Graham,MID,300,300,300,300
lachlan-tiziani,Lachlan Tiziani,GEN_DEF,12,12,12,12
jacob-allison,Jacob Allison,KEY_FWD,10,10,10,10
edward-phillips,Edward Phillips,MID,12,12,12,12
josh-daicos,Josh Daicos,GEN_DEF,1859,1859,1859,1859
cameron-polson,Cameron Polson,MID,12,12,12,12
quinton-narkle,Quinton Narkle,GEN_FWD,9,9,9,9
tom-williamson,Tom Williamson,GEN_DEF,11,11,11,11
matthew-signorello,Matthew Signorello,GEN_DEF,11,11,11,11
dylan-clarke,Dylan Clarke,MID,12,12,12,12
dion-johnstone,Dion Johnstone,GEN_FWD,9,9,9,9
pat-kerr,Pat Kerr,KEY_FWD,10,10,10,10
bradley-scheer,Bradley Scheer,MID,11,11,11,11
timm-house,Timm House,KEY_FWD,8,8,8,8
ryan-abbott,Ryan Abbott,RUC,12,12,12,12
fergus-greene,Fergus Greene,GEN_FWD,8,8,8,8
corey-lyons,Corey Lyons,MID,11,11,11,11
ryan-garthwaite,Ryan Garthwaite,KEY_DEF,13,13,13,13
nick-larkey,Nick Larkey,KEY_FWD,549,549,549,549
ben-davis,Ben Davis,MID,12,12,12,12
mitchell-lewis,Mitchell Lewis,KEY_FWD,578,578,578,578
taylin-duman,Taylin Duman,GEN_DEF,11,11,11,11
kym-lebois,Kym Lebois,GEN_FWD,9,9,9,9
tyson-stengle,Tyson Stengle,GEN_FWD,256,256,256,256
mitch-mccarthy,Mitch McCarthy,GEN_DEF,15,15,15,15
lachlan-filipovic,Lachlan Filipovic,KEY_DEF,15,15,15,15
rowan-marshall,Rowan Marshall,RUC,605,605,605,605
cameron-zurhaar,Cameron Zurhaar,GEN_FWD,198,198,198,198
tom-gorter,Tom Gorter,MID,11,11,11,11
ollie-hanrahan,Ollie Hanrahan,GEN_FWD,10,10,10,10
tendai-mzungu,Tendai Mzungu,MID,0,0,0,0
ben-ronke,Ben Ronke,GEN_FWD,10,10,10,10
nathan-mullenger-mchugh,Nathan Mullenger-McHugh,KEY_DEF,23,23,23,23
luke-strnadica,Luke Strnadica,RUC,10,10,10,10
tim-smith,Tim Smith,KEY_FWD,1,1,1,1
brett-eddy,Brett Eddy,KEY_FWD,1,1,1,1
oscar-junker,Oscar Junker,GEN_FWD,10,10,10,10
drew-petrie,Drew Petrie,KEY_FWD,0,0,0,0
zach-guthrie,Zach Guthrie,GEN_DEF,464,464,464,464
robbie-fox,Robbie Fox,GEN_DEF,1,1,1,1
oscar-mcinerney,Oscar McInerney,RUC,10,10,10,10
liam-mackie,Liam Mackie,GEN_DEF,10,10,10,10
declan-keilty,Declan Keilty,KEY_FWD,10,10,10,10
jarrod-lienert,Jarrod Lienert,GEN_DEF,3,3,3,3
matthew-taylor,Matthew Taylor,KEY_DEF,23,23,23,23
ben-jarman,Ben Jarman,GEN_FWD,10,10,10,10
james-cousins,James Cousins,MID,10,10,10,10
jamaine-jones,Jamaine Jones,GEN_FWD,10,10,10,10
max-lynch,Max Lynch,RUC,10,10,10,10
sam-simpson,Sam Simpson,MID,10,10,10,10
toby-pink,Toby Pink,KEY_DEF,40,40,40,40
ray-connellan,Ray Connellan,GEN_DEF,2,2,2,2
conor-nash,Conor Nash,MID,284,284,284,284
mark-o-connor,Mark O'Connor,GEN_DEF,15,15,15,15
matt-eagles,Matt Eagles,RUC,6,6,6,6
corey-maynard,Corey Maynard,MID,0,0,0,0
jake-stein,Jake Stein,KEY_DEF,4,4,4,4
ben-mcniece,Ben McNiece,GEN_DEF,0,0,0,0
tristan-tweedie,Tristan Tweedie,MID,8,8,8,8
emmanuel-irra,Emmanuel Irra,GEN_DEF,2,2,2,2
tarir-bayok,Tarir Bayok,GEN_FWD,6,6,6,6
francis-watson,Francis Watson,GEN_DEF,5,5,5,5
blake-grewar,Blake Grewar,GEN_DEF,1,1,1,1
max-spencer,Max Spencer,GEN_FWD,9,9,9,9
sam-fisher,Sam Fisher,RUC,10,10,10,10
zachary-sproule,Zachary Sproule,KEY_FWD,7,7,7,7
jacob-weitering,Jacob Weitering,KEY_DEF,1263,1263,1263,1263
josh-schache,Josh Schache,KEY_FWD,24,24,24,24
aaron-francis,Aaron Francis,KEY_DEF,26,26,26,26
jacob-hopper,Jacob Hopper,MID,120,120,120,120
callum-ah-chee,Callum Ah Chee,GEN_FWD,85,85,85,85
sam-weideman,Sam Weideman,KEY_FWD,21,21,21,21
harry-mckay,Harry McKay,KEY_FWD,1739,1739,1739,1739
matthew-kennedy-1,Matthew Kennedy,MID,592,592,592,592
daniel-rioli,Daniel Rioli,GEN_DEF,699,699,699,699
harrison-himmelberg,Harrison Himmelberg,GEN_DEF,448,448,448,448
tom-doedee,Tom Doedee,GEN_DEF,405,405,405,405
jade-gresham,Jade Gresham,GEN_FWD,51,51,51,51
ryan-burton,Ryan Burton,GEN_DEF,16,16,16,16
brayden-fiorini,Brayden Fiorini,MID,310,310,310,310
ben-mckay,Ben McKay,KEY_DEF,47,47,47,47
kieran-lovell,Kieran Lovell,MID,23,23,23,23
david-cuningham,David Cuningham,MID,23,23,23,23
ben-keays,Ben Keays,GEN_FWD,306,306,306,306
josh-dunkley,Josh Dunkley,MID,892,892,892,892
kieran-collins,Kieran Collins,KEY_DEF,16,16,16,16
darcy-tucker,Darcy Tucker,GEN_DEF,13,13,13,13
luke-partington,Luke Partington,MID,20,20,20,20
alex-morgan,Alex Morgan,GEN_DEF,13,13,13,13
ryan-clarke,Ryan Clarke,MID,18,18,18,18
brayden-sier,Brayden Sier,MID,17,17,17,17
mitchell-hibberd,Mitchell Hibberd,MID,13,13,13,13
joshua-schoenfeld,Joshua Schoenfeld,MID,17,17,17,17
marcus-adams,Marcus Adams,KEY_DEF,7,7,7,7
tom-cole,Tom Cole,GEN_DEF,30,30,30,30
riley-bonner,Riley Bonner,GEN_DEF,12,12,12,12
harley-balic,Harley Balic,GEN_FWD,12,12,12,12
rhys-mathieson,Rhys Mathieson,MID,15,15,15,15
brandon-white,Brandon White,GEN_DEF,11,11,11,11
mitch-king,Mitch King,KEY_FWD,11,11,11,11
corey-wagner,Corey Wagner,GEN_DEF,42,42,42,42
blake-hardwick,Blake Hardwick,GEN_DEF,381,381,381,381
aidyn-johnson,Aidyn Johnson,GEN_FWD,10,10,10,10
liam-hulett,Liam Hulett,KEY_FWD,10,10,10,10
sam-skinner,Sam Skinner,KEY_DEF,14,14,14,14
bailey-williams-wb,Bailey Williams,GEN_DEF,574,574,574,574
bailey-rice,Bailey Rice,GEN_DEF,11,11,11,11
oleg-markov,Oleg Markov,GEN_DEF,12,12,12,12
tyrone-leonardis,Tyrone Leonardis,GEN_DEF,11,11,11,11
mackenzie-willis,Mackenzie Willis,GEN_DEF,10,10,10,10
samuel-collins,Samuel Collins,KEY_DEF,931,931,931,931
jordan-dawson,Jordan Dawson,MID,3077,3077,3077,3077
kurt-mutimer,Kurt Mutimer,GEN_DEF,11,11,11,11
tom-phillips,Tom Phillips,MID,12,12,12,12
ryan-gardner,Ryan Gardner,KEY_DEF,33,33,33,33
declan-mountford,Declan Mountford,MID,12,12,12,12
shane-yarran,Shane Yarran,GEN_FWD,3,3,3,3
matthew-allen,Matthew Allen,KEY_FWD,10,10,10,10
rupert-wills,Rupert Wills,MID,5,5,5,5
yestin-eades,Yestin Eades,GEN_DEF,11,11,11,11
ben-crocker,Ben Crocker,GEN_FWD,9,9,9,9
nathan-broad,Nathan Broad,GEN_DEF,11,11,11,11
wylie-buzza,Wylie Buzza,KEY_FWD,12,12,12,12
matthew-hayball,Matthew Hayball,GEN_FWD,9,9,9,9
jesse-glass-mccasker,Jesse Glass-McCasker,KEY_DEF,14,14,14,14
tom-keough,Tom Keough,GEN_DEF,1,1,1,1
gach-nyuon,Gach Nyuon,RUC,10,10,10,10
nick-o-kearney,Nick O'Kearney,MID,10,10,10,10
joshua-wagner,Joshua Wagner,GEN_DEF,10,10,10,10
jock-cornell,Jock Cornell,KEY_DEF,15,15,15,15
will-snelling,Will Snelling,GEN_FWD,8,8,8,8
bradley-lynch,Bradley Lynch,GEN_DEF,12,12,12,12
callum-moore,Callum Moore,KEY_FWD,14,14,14,14
paul-hunter,Paul Hunter,RUC,10,10,10,10
tom-papley,Tom Papley,GEN_FWD,463,463,463,463
matthew-uebergang,Matthew Uebergang,KEY_FWD,13,13,13,13
jordan-snadden,Jordan Snadden,MID,10,10,10,10
luke-surman,Luke Surman,GEN_DEF,11,11,11,11
andrew-gallucci,Andrew Gallucci,MID,8,8,8,8
reuben-william,Reuben William,MID,10,10,10,10
darcy-macpherson,Darcy MacPherson,GEN_FWD,10,10,10,10
anthony-mcdonald-tipungwuti,Anthony McDonald-Tipungwuti,GEN_FWD,2,2,2,2
nicholas-coughlan,Nicholas Coughlan,KEY_DEF,25,25,25,25
josh-smith-1,Josh Smith,MID,8,8,8,8
daniel-lloyd,Daniel Lloyd,GEN_FWD,1,1,1,1
james-parsons,James Parsons,MID,10,10,10,10
cameron-hewett,Cameron Hewett,MID,10,10,10,10
luke-goetz,Luke Goetz,RUC,10,10,10,10
mabior-chol,Mabior Chol,KEY_FWD,314,314,314,314
jono-beech,Jono Beech,GEN_FWD,0,0,0,0
ryan-nyhuis,Ryan Nyhuis,GEN_DEF,15,15,15,15
kade-stewart,Kade Stewart,MID,10,10,10,10
tom-ruggles,Tom Ruggles,GEN_FWD,1,1,1,1
adam-marcon,Adam Marcon,GEN_FWD,1,1,1,1
cameron-loersch,Cameron Loersch,GEN_DEF,12,12,12,12
tom-wallis,Tom Wallis,MID,10,10,10,10
colin-o-riordan,Colin O'Riordan,GEN_DEF,8,8,8,8
conor-glass,Conor Glass,GEN_DEF,7,7,7,7
darrean-wyatt,Darrean Wyatt,RUC,10,10,10,10
alex-keath,Alex Keath,KEY_DEF,3,3,3,3
matt-korcheck,Matt Korcheck,RUC,10,10,10,10
joel-smith-1,Joel Smith,GEN_DEF,10,10,10,10
hugh-greenwood,Hugh Greenwood,MID,1,1,1,1
kyle-galloway,Kyle Galloway,RUC,10,10,10,10
samuel-murray,Samuel Murray,MID,8,8,8,8
jesse-joyce,Jesse Joyce,GEN_DEF,7,7,7,7
paddy-mccartin,Paddy McCartin,KEY_FWD,24,24,24,24
angus-brayshaw,Angus Brayshaw,MID,65,65,65,65
isaac-heeney,Isaac Heeney,MID,3727,3727,3727,3727
jarrod-pickett,Jarrod Pickett,MID,57,57,57,57
caleb-marchbank,Caleb Marchbank,KEY_DEF,26,26,26,26
darcy-moore,Darcy Moore,KEY_DEF,197,197,197,197
paul-ahern,Paul Ahern,MID,44,44,44,44
peter-wright,Peter Wright,KEY_FWD,1880,1880,1880,1880
nakia-cockatoo,Nakia Cockatoo,GEN_FWD,31,31,31,31
liam-duggan,Liam Duggan,GEN_DEF,387,387,387,387
corey-ellis,Corey Ellis,MID,34,34,34,34
lachlan-weller,Lachlan Weller,MID,81,81,81,81
jarrod-garlett,Jarrod Garlett,GEN_FWD,23,23,23,23
sam-durdin,Sam Durdin,KEY_DEF,20,20,20,20
blaine-boekhorst,Blaine Boekhorst,MID,13,13,13,13
jayden-laverde,Jayden Laverde,KEY_DEF,499,499,499,499
hugh-goddard,Hugh Goddard,KEY_DEF,18,18,18,18
daniel-mckenzie,Daniel Mckenzie,GEN_DEF,14,14,14,14
patrick-mckenna,Patrick McKenna,GEN_FWD,16,16,16,16
daniel-nielson,Daniel Nielson,KEY_DEF,17,17,17,17
toby-mclean,Toby McLean,GEN_FWD,15,15,15,15
lukas-webb,Lukas Webb,MID,21,21,21,21
dillon-viojo-rainbow,Dillon Viojo-Rainbow,GEN_DEF,13,13,13,13
brayden-maynard,Brayden Maynard,GEN_DEF,869,869,869,869
daniel-howe,Daniel Howe,MID,18,18,18,18
tom-lamb,Tom Lamb,KEY_FWD,14,14,14,14
connor-menadue,Connor Menadue,MID,17,17,17,17
connor-blakely,Connor Blakely,MID,17,17,17,17
harrison-wigg,Harrison Wigg,GEN_DEF,12,12,12,12
ed-vickers-willis,Ed Vickers-Willis,GEN_DEF,12,12,12,12
james-rose,James Rose,GEN_FWD,12,12,12,12
jack-hiscox,Jack Hiscox,MID,13,13,13,13
declan-hamilton,Declan Hamilton,MID,15,15,15,15
alex-neal-bullen,Alex Neal-Bullen,GEN_FWD,479,479,479,479
jack-lonie,Jack Lonie,GEN_FWD,11,11,11,11
billy-stretch,Billy Stretch,MID,14,14,14,14
mitch-mcgovern,Mitch McGovern,GEN_DEF,27,27,27,27
liam-dawson,Liam Dawson,GEN_DEF,11,11,11,11
cory-gregson,Cory Gregson,GEN_FWD,10,10,10,10
matthew-goodyear,Matthew Goodyear,MID,13,13,13,13
teia-miles,Teia Miles,GEN_DEF,11,11,11,11
marc-pittonet,Marc Pittonet,RUC,504,504,504,504
jackson-nelson,Jackson Nelson,GEN_DEF,11,11,11,11
nathan-drummond,Nathan Drummond,GEN_DEF,12,12,12,12
ed-langdon,Ed Langdon,GEN_DEF,562,562,562,562
dean-gore,Dean Gore,MID,12,12,12,12
dougal-howard,Dougal Howard,KEY_DEF,92,92,92,92
harry-dear,Harry Dear,KEY_FWD,10,10,10,10
jordan-cunico,Jordan Cunico,MID,12,12,12,12
clem-smith,Clem Smith,GEN_DEF,11,11,11,11
harris-andrews,Harris Andrews,KEY_DEF,1771,1771,1771,1771
zaine-cordy,Zaine Cordy,KEY_DEF,13,13,13,13
jayden-foster,Jayden Foster,GEN_DEF,12,12,12,12
josh-watts,Josh Watts,GEN_DEF,11,11,11,11
damien-cavka,Damien Cavka,MID,11,11,11,11
daniel-butler,Daniel Butler,GEN_FWD,21,21,21,21
josh-deluca-cardillo,Josh Deluca-Cardillo,GEN_FWD,9,9,9,9
logan-austin,Logan Austin,KEY_DEF,12,12,12,12
abaina-davis,Abaina Davis,KEY_FWD,10,10,10,10
jaden-mcgrath,Jaden McGrath,GEN_DEF,11,11,11,11
alec-waterman,Alec Waterman,MID,11,11,11,11
reece-mckenzie,Reece McKenzie,KEY_FWD,10,10,10,10
jesse-palmer,Jesse Palmer,MID,11,11,11,11
josh-mcguiness,Josh McGuiness,GEN_DEF,12,12,12,12
billy-frampton,Billy Frampton,KEY_DEF,171,171,171,171
jeremy-finlayson,Jeremy Finlayson,KEY_FWD,10,10,10,10
josh-clayton,Josh Clayton,GEN_FWD,8,8,8,8
jack-sinclair,Jack Sinclair,GEN_DEF,3006,3006,3006,3006
aaron-vandenberg,Aaron Vandenberg,MID,3,3,3,3
billy-evans,Billy Evans,KEY_FWD,9,9,9,9
roarke-smith,Roarke Smith,GEN_DEF,11,11,11,11
billy-gowers,Billy Gowers,GEN_FWD,10,10,10,10
josh-glenn,Josh Glenn,GEN_DEF,13,13,13,13
michael-manteit,Michael Manteit,GEN_DEF,11,11,11,11
ethan-hughes,Ethan Hughes,GEN_DEF,12,12,12,12
tom-read,Tom Read,RUC,10,10,10,10
braydon-preuss,Braydon Preuss,RUC,10,10,10,10
nathan-kreuger,Nathan Kreuger,KEY_FWD,1,1,1,1
sean-mclaren,Sean McLaren,MID,10,10,10,10
jared-hardisty,Jared Hardisty,MID,10,10,10,10
ahmed-saad,Ahmed Saad,GEN_FWD,5,5,5,5
mitchell-white-1,Mitchell White,RUC,10,10,10,10
hugh-beasley,Hugh Beasley,KEY_DEF,25,25,25,25
bradley-walsh,Bradley Walsh,GEN_DEF,11,11,11,11
adam-saad,Adam Saad,GEN_DEF,633,633,633,633
brenden-abbott,Brenden Abbott,GEN_DEF,15,15,15,15
keenan-ramsey,Keenan Ramsey,KEY_DEF,17,17,17,17
jason-castagna,Jason Castagna,GEN_FWD,10,10,10,10
will-fordham,Will Fordham,MID,10,10,10,10
jermaine-miller-lewis,Jermaine Miller-Lewis,KEY_FWD,9,9,9,9
brenton-payne,Brenton Payne,GEN_FWD,10,10,10,10
tom-fields,Tom Fields,GEN_DEF,8,8,8,8
keegan-brooksby,Keegan Brooksby,RUC,10,10,10,10
anthony-wilson,Anthony Wilson,GEN_FWD,2,2,2,2
kane-lambert,Kane Lambert,GEN_FWD,1,1,1,1
jake-long,Jake Long,GEN_FWD,10,10,10,10
lewis-melican,Lewis Melican,KEY_DEF,57,57,57,57
lachlan-langford,Lachlan Langford,KEY_FWD,9,9,9,9
tyrone-downie,Tyrone Downie,RUC,7,7,7,7
matthew-hammelmann,Matthew Hammelmann,KEY_FWD,7,7,7,7
jordan-foote,Jordan Foote,GEN_FWD,6,6,6,6
paddy-brophy,Paddy Brophy,GEN_DEF,8,8,8,8
cian-hanley,Cian Hanley,GEN_DEF,7,7,7,7
conor-mckenna,Conor McKenna,GEN_FWD,12,12,12,12
sean-hurley,Sean Hurley,KEY_DEF,4,4,4,4
padraig-lucey,Padraig Lucey,RUC,10,10,10,10
johann-wagner,Johann Wagner,GEN_DEF,0,0,0,0
corey-adamson,Corey Adamson,MID,2,2,2,2
fraser-russell,Fraser Russell,RUC,10,10,10,10
ivan-soldo,Ivan Soldo,RUC,10,10,10,10
